SN,open,high,low,close,change,pct_change,turnover,date
1082,"1,466.62","1,475.83","1,452.24","1,460.73",-5.89,-0.4,"444,492,992.00",09/11/2017
1083,"1,484.45","1,484.54","1,459.40","1,466.62",-17.83,-1.2,"446,584,992.00",08/11/2017
1084,"1,493.42","1,503.32","1,483.92","1,484.45",-8.97,-0.6,"377,729,984.00",07/11/2017
1085,"1,496.46","1,503.43","1,480.32","1,493.42",-3.04,-0.2,"486,160,000.00",06/11/2017
1086,"1,522.81","1,524.43","1,489.17","1,496.46",-26.35,-1.73,"581,257,024.00",05/11/2017
1087,"1,526.51","1,527.08","1,519.77","1,522.81",-3.7,-0.24,"360,876,000.00",02/11/2017
1088,"1,533.53","1,535.88","1,523.52","1,526.51",-7.02,-0.46,"368,937,984.00",01/11/2017
1089,"1,536.72","1,539.94","1,528.12","1,533.53",-3.19,-0.21,"339,512,992.00",31/10/2017
1090,"1,540.23","1,542.91","1,534.20","1,536.72",-3.51,-0.23,"389,572,000.00",30/10/2017
1091,"1,553.72","1,555.21","1,539.41","1,540.23",-13.49,-0.87,"373,524,000.00",29/10/2017
1092,"1,567.64","1,568.06","1,552.91","1,553.72",-13.92,-0.89,"409,729,984.00",25/10/2017
1093,"1,568.30","1,572.40","1,562.56","1,567.64",-0.66,-0.04,"377,179,008.00",24/10/2017
1094,"1,571.92","1,575.67","1,564.48","1,568.30",-3.62,-0.23,"377,179,008.00",23/10/2017
1095,"1,568.35","1,586.89","1,567.96","1,571.92",3.57,0.23,"346,168,992.00",22/10/2017
1096,"1,559.18","1,568.52","1,548.32","1,568.35",9.17,0.59,"350,052,000.00",18/10/2017
1097,"1,564.90","1,573.91","1,552.12","1,559.18",-5.72,-0.37,"554,140,032.00",17/10/2017
1098,"1,518.28","1,564.99","1,518.28","1,564.90",46.62,3.07,"545,788,032.00",16/10/2017
1099,"1,510.02","1,518.47","1,507.95","1,518.28",8.26,0.55,"498,376,000.00",15/10/2017
1100,"1,505.99","1,512.30","1,505.52","1,510.02",4.03,0.27,"386,200,992.00",12/10/2017
1101,"1,502.63","1,513.38","1,499.38","1,505.99",3.36,0.22,"274,908,000.00",11/10/2017
1102,"1,501.89","1,507.82","1,493.97","1,502.63",0.74,0.05,"297,796,000.00",10/10/2017
1103,"1,510.01","1,513.06","1,493.83","1,501.89",-8.12,-0.54,"308,187,008.00",09/10/2017
1104,"1,542.65","1,542.53","1,492.20","1,510.01",-32.64,-2.12,"389,966,016.00",08/10/2017
1105,"1,556.35","1,558.61","1,539.89","1,542.65",-13.7,-0.88,"272,360,992.00",04/10/2017
1106,"1,549.46","1,556.35","1,546.10","1,556.35",6.89,0.44,"129,759,000.00",03/10/2017
1107,"1,545.44","1,553.44","1,545.34","1,549.46",4.02,0.26,"303,448,000.00",26/09/2017
1108,"1,536.92","1,545.65","1,536.85","1,545.44",8.52,0.55,"255,570,000.00",25/09/2017
1109,"1,539.81","1,540.38","1,534.61","1,536.92",-2.89,-0.19,"271,105,984.00",24/09/2017
1110,"1,543.70","1,546.89","1,530.23","1,539.81",-3.89,-0.25,"414,631,008.00",20/09/2017
1111,"1,547.94","1,556.34","1,541.31","1,543.70",-4.24,-0.27,"450,840,992.00",18/09/2017
1112,"1,530.31","1,549.11","1,528.94","1,547.94",17.63,1.15,"576,883,008.00",17/09/2017
1113,"1,493.20","1,530.31","1,489.40","1,530.31",37.11,2.49,"591,177,984.00",14/09/2017
1114,"1,502.20","1,509.24","1,483.96","1,493.20",-9,-0.6,"591,177,984.00",13/09/2017
1115,"1,523.26","1,523.26","1,499.55","1,502.20",-21.06,-1.38,"540,275,008.00",12/09/2017
1116,"1,519.66","1,530.23","1,510.23","1,523.26",3.6,0.24,"727,353,984.00",11/09/2017
1117,"1,554.55","1,556.77","1,519.12","1,519.66",-34.89,-2.24,"877,347,968.00",10/09/2017
1118,"1,566.50","1,571.01","1,553.99","1,554.55",-11.95,-0.76,"653,435,008.00",07/09/2017
1119,"1,554.56","1,580.40","1,554.56","1,566.50",11.94,0.77,"702,812,032.00",06/09/2017
1120,"1,580.03","1,580.86","1,553.87","1,554.56",-25.47,-1.61,"809,582,016.00",04/09/2017
1121,"1,598.36","1,599.03","1,577.68","1,580.03",-18.33,-1.15,"789,476,992.00",31/08/2017
1122,"1,612.91","1,614.75","1,595.92","1,598.36",-14.55,-0.9,"848,014,976.00",30/08/2017
1123,"1,622.32","1,627.35","1,611.91","1,612.91",-9.41,-0.58,"870,353,984.00",28/08/2017
1124,"1,617.81","1,627.98","1,617.86","1,622.32",4.51,0.28,"718,817,984.00",27/08/2017
1125,"1,611.27","1,618.03","1,608.96","1,617.81",6.54,0.41,"555,446,976.00",24/08/2017
1126,"1,614.05","1,617.58","1,609.89","1,611.27",-2.78,-0.17,"574,001,024.00",23/08/2017
1127,"1,611.57","1,622.68","1,607.18","1,614.05",2.48,0.15,"662,060,032.00",22/08/2017
1128,"1,617.97","1,619.32","1,609.41","1,611.57",-6.4,-0.4,"474,737,984.00",21/08/2017
1129,"1,629.75","1,633.72","1,617.06","1,617.97",-11.78,-0.72,"705,353,984.00",20/08/2017
1130,"1,632.66","1,633.90","1,624.05","1,629.75",-2.91,-0.18,"629,568,000.00",17/08/2017
1131,"1,629.16","1,644.52","1,625.01","1,632.66",3.5,0.21,"631,038,976.00",16/08/2017
1132,"1,642.13","1,644.74","1,628.04","1,629.16",-12.97,-0.79,"701,028,992.00",15/08/2017
1133,"1,653.53","1,661.18","1,640.84","1,642.13",-11.4,-0.69,"743,803,008.00",13/08/2017
1134,"1,661.72","1,664.11","1,650.20","1,653.53",-8.19,-0.49,"869,953,984.00",10/08/2017
1135,"1,667.94","1,675.31","1,661.25","1,661.72",-6.22,-0.37,"824,171,008.00",09/08/2017
1136,"1,665.05","1,671.46","1,663.26","1,667.94",2.89,0.17,"868,548,992.00",07/08/2017
1137,"1,660.58","1,670.01","1,659.99","1,665.05",4.47,0.27,"962,364,992.00",06/08/2017
1138,"1,662.74","1,669.00","1,658.88","1,660.58",-2.16,-0.13,"1,081,469,952.00",03/08/2017
1139,"1,660.25","1,668.55","1,659.19","1,662.74",2.49,0.15,"1,019,910,016.00",02/08/2017
1140,"1,652.69","1,661.73","1,652.36","1,660.25",7.56,0.46,"1,013,820,032.00",01/08/2017
1141,"1,643.28","1,657.01","1,643.28","1,652.69",9.41,0.57,"978,681,024.00",31/07/2017
1142,"1,646.53","1,649.93","1,635.42","1,643.28",-3.25,-0.2,"932,892,992.00",30/07/2017
1143,"1,645.03","1,653.20","1,637.67","1,646.53",1.5,0.09,"1,120,790,016.00",27/07/2017
1144,"1,636.19","1,649.53","1,636.19","1,645.03",8.84,0.54,"1,109,970,048.00",26/07/2017
1145,"1,629.08","1,645.57","1,627.76","1,636.19",7.11,0.44,"808,281,984.00",25/07/2017
1146,"1,635.56","1,636.01","1,625.09","1,629.08",-6.48,-0.4,"1,008,200,000.00",24/07/2017
1147,"1,635.75","1,640.30","1,633.82","1,635.56",-0.19,-0.01,"1,021,249,984.00",23/07/2017
1148,"1,637.27","1,640.34","1,633.60","1,635.75",-1.52,-0.09,"907,945,984.00",20/07/2017
1149,"1,638.41","1,652.73","1,634.97","1,637.27",-1.14,-0.07,"1,107,469,952.00",19/07/2017
1150,"1,604.15","1,638.41","1,603.76","1,638.41",34.26,2.14,"1,102,710,016.00",18/07/2017
1151,"1,583.57","1,604.31","1,582.48","1,604.15",20.58,1.3,"599,289,984.00",17/07/2017
1152,"1,582.67","1,584.38","1,580.08","1,583.57",0.9,0.06,"430,724,000.00",16/07/2017
1153,"1,587.56","1,589.16","1,578.94","1,582.67",-4.89,-0.31,"716,166,976.00",13/07/2017
1154,"1,585.01","1,590.61","1,582.06","1,587.56",2.55,0.16,"561,254,016.00",12/07/2017
1155,"1,575.22","1,586.35","1,571.75","1,585.01",9.79,0.62,"544,070,976.00",11/07/2017
1156,"1,584.15","1,584.34","1,572.00","1,575.22",-8.93,-0.56,"642,406,976.00",10/07/2017
1157,"1,582.11","1,605.39","1,561.79","1,584.15",2.04,0.13,"1,042,430,016.00",09/07/2017
1158,"1,551.06","1,582.52","1,550.77","1,582.11",31.05,2,"712,723,008.00",06/07/2017
1159,"1,541.28","1,551.07","1,537.99","1,551.06",9.78,0.63,"455,596,992.00",05/07/2017
1160,"1,544.29","1,546.13","1,540.62","1,541.28",-3.01,-0.19,"354,695,008.00",04/07/2017
1161,"1,541.82","1,551.98","1,541.06","1,544.29",2.47,0.16,"402,097,984.00",03/07/2017
1162,"1,563.81","1,563.93","1,539.75","1,541.82",-21.99,-1.41,"520,582,016.00",02/07/2017
1163,"1,565.09","1,566.35","1,559.61","1,563.81",-1.28,-0.08,"450,164,992.00",28/06/2017
1164,"1,567.72","1,571.72","1,563.04","1,565.09",-2.63,-0.17,"578,462,976.00",27/06/2017
1165,"1,559.49","1,569.94","1,559.30","1,567.72",8.23,0.53,"582,424,000.00",25/06/2017
1166,"1,554.69","1,565.56","1,554.43","1,559.49",4.8,0.31,"494,652,000.00",22/06/2017
1167,"1,551.07","1,559.07","1,548.04","1,554.69",3.62,0.23,"425,968,000.00",21/06/2017
1168,"1,555.16","1,560.35","1,542.06","1,551.07",-4.09,-0.26,"552,184,000.00",20/06/2017
1169,"1,575.98","1,576.82","1,554.09","1,555.16",-20.82,-1.32,"614,467,968.00",19/06/2017
1170,"1,589.59","1,591.90","1,574.73","1,575.98",-13.61,-0.86,"533,216,000.00",18/06/2017
1171,"1,584.49","1,605.01","1,578.66","1,589.59",5.1,0.32,"612,854,976.00",15/06/2017
1172,"1,585.15","1,586.92","1,581.41","1,584.49",-0.66,-0.04,"530,158,016.00",14/06/2017
1173,"1,580.52","1,592.02","1,576.46","1,585.15",4.63,0.29,"468,572,000.00",13/06/2017
1174,"1,590.49","1,593.39","1,577.75","1,580.52",-9.97,-0.63,"482,025,984.00",12/06/2017
1175,"1,615.19","1,618.98","1,589.71","1,590.49",-24.7,-1.53,"646,574,976.00",11/06/2017
1176,"1,623.13","1,623.50","1,610.02","1,615.19",-7.94,-0.49,"474,460,992.00",08/06/2017
1177,"1,637.37","1,651.29","1,622.27","1,623.13",-14.24,-0.87,"752,364,032.00",07/06/2017
1178,"1,602.65","1,637.39","1,602.65","1,637.37",34.72,2.17,"896,185,024.00",06/06/2017
1179,"1,593.81","1,610.30","1,593.90","1,602.65",8.84,0.55,"546,643,008.00",05/06/2017
1180,"1,604.31","1,606.13","1,590.67","1,593.81",-10.5,-0.65,"527,332,000.00",04/06/2017
1181,"1,608.11","1,614.85","1,604.20","1,604.31",-3.8,-0.24,"562,675,968.00",01/06/2017
1182,"1,594.43","1,612.80","1,582.72","1,608.11",13.68,0.86,"649,315,968.00",31/05/2017
1183,"1,615.58","1,616.07","1,592.40","1,594.43",-21.15,-1.31,"732,868,992.00",30/05/2017
1184,"1,629.58","1,629.90","1,611.22","1,615.58",-14,-0.86,"723,315,968.00",28/05/2017
1185,"1,626.51","1,632.11","1,615.18","1,629.58",3.07,0.19,"629,254,976.00",24/05/2017
1186,"1,616.40","1,636.14","1,611.61","1,626.51",10.11,0.63,"754,849,024.00",23/05/2017
1187,"1,627.24","1,629.38","1,612.07","1,616.40",-10.84,-0.67,"513,321,984.00",22/05/2017
1188,"1,643.87","1,648.35","1,625.49","1,627.24",-16.63,-1.01,"641,156,992.00",21/05/2017
1189,"1,644.26","1,646.04","1,635.65","1,643.87",-0.39,-0.02,"757,734,976.00",18/05/2017
1190,"1,649.24","1,655.09","1,644.25","1,644.26",-4.98,-0.3,"574,614,976.00",17/05/2017
1191,"1,659.23","1,660.52","1,647.63","1,649.24",-9.99,-0.6,"447,912,000.00",16/05/2017
1192,"1,658.58","1,675.57","1,658.16","1,659.23",0.65,0.04,"596,112,000.00",15/05/2017
1193,"1,650.81","1,659.05","1,650.72","1,658.58",7.77,0.47,"840,556,032.00",11/05/2017
1194,"1,637.30","1,651.09","1,637.21","1,650.81",13.51,0.83,"597,118,976.00",09/05/2017
1195,"1,628.98","1,647.21","1,627.02","1,637.30",8.32,0.51,"560,332,032.00",08/05/2017
1196,"1,653.18","1,655.72","1,625.76","1,628.98",-24.2,-1.46,"668,144,000.00",07/05/2017
1197,"1,662.38","1,668.30","1,652.21","1,653.18",-9.2,-0.55,"752,230,976.00",04/05/2017
1198,"1,658.33","1,679.82","1,658.88","1,662.38",4.05,0.24,"864,366,976.00",03/05/2017
1199,"1,650.78","1,667.97","1,642.37","1,658.33",7.55,0.46,"874,723,968.00",02/05/2017
1200,"1,670.62","1,670.69","1,648.11","1,650.78",-19.84,-1.19,"747,966,016.00",30/04/2017
1201,"1,670.30","1,679.31","1,656.68","1,670.62",0.32,0.02,"1,063,420,032.00",27/04/2017
1202,"1,672.38","1,677.90","1,666.09","1,670.30",-2.08,-0.12,"856,094,976.00",26/04/2017
1203,"1,675.78","1,682.91","1,668.71","1,672.38",-3.4,-0.2,"1,036,600,000.00",25/04/2017
1204,"1,693.72","1,696.85","1,673.08","1,675.78",-17.94,-1.06,"941,086,976.00",24/04/2017
1205,"1,658.34","1,724.54","1,659.46","1,693.72",35.38,2.13,"1,515,859,968.00",23/04/2017
1206,"1,662.02","1,684.33","1,653.62","1,658.34",-3.68,-0.22,"1,299,580,032.00",20/04/2017
1207,"1,612.04","1,662.02","1,609.80","1,662.02",49.98,3.1,"1,037,200,000.00",19/04/2017
1208,"1,651.61","1,651.74","1,603.59","1,612.04",-39.57,-2.4,"1,458,509,952.00",18/04/2017
1209,"1,697.13","1,704.02","1,651.10","1,651.61",-45.52,-2.68,"1,163,069,952.00",16/04/2017
1210,"1,703.07","1,709.08","1,679.68","1,697.13",-5.94,-0.35,"1,391,820,032.00",13/04/2017
1211,"1,709.82","1,737.91","1,702.70","1,703.07",-6.75,-0.4,"1,986,259,968.00",12/04/2017
1212,"1,676.22","1,710.74","1,676.25","1,709.82",33.6,2,"1,860,470,016.00",11/04/2017
1213,"1,651.60","1,677.18","1,651.28","1,676.22",24.62,1.49,"1,542,029,952.00",10/04/2017
1214,"1,651.04","1,665.55","1,644.31","1,651.60",0.56,0.03,"1,194,230,016.00",09/04/2017
1215,"1,657.02","1,666.91","1,642.91","1,651.04",-5.98,-0.36,"1,351,320,064.00",06/04/2017
1216,"1,660.52","1,675.95","1,635.22","1,657.02",-3.5,-0.21,"1,566,310,016.00",04/04/2017
1217,"1,667.11","1,746.82","1,648.21","1,660.52",-6.59,-0.4,"2,442,589,952.00",03/04/2017
1218,"1,587.64","1,667.11","1,587.64","1,667.11",79.47,5.01,"903,900,032.00",02/04/2017
1219,"1,588.29","1,600.57","1,569.43","1,587.64",-0.65,-0.04,"1,447,270,016.00",30/03/2017
1220,"1,610.62","1,644.77","1,587.21","1,588.29",-22.33,-1.39,"2,043,980,032.00",29/03/2017
1221,"1,533.83","1,610.67","1,533.83","1,610.62",76.79,5.01,"1,339,960,064.00",28/03/2017
1222,"1,486.04","1,546.48","1,486.04","1,533.83",47.79,3.22,"1,511,490,048.00",26/03/2017
1223,"1,481.08","1,495.58","1,469.57","1,486.04",4.96,0.33,"961,484,032.00",23/03/2017
1224,"1,462.23","1,513.19","1,462.23","1,481.08",18.85,1.29,"1,306,419,968.00",22/03/2017
1225,"1,424.38","1,463.09","1,412.97","1,462.23",37.85,2.66,"1,313,200,000.00",21/03/2017
1226,"1,382.19","1,424.78","1,381.87","1,424.38",42.19,3.05,"1,205,650,048.00",20/03/2017
1227,"1,357.34","1,382.30","1,357.08","1,382.19",24.85,1.83,"640,144,000.00",19/03/2017
1228,"1,356.13","1,359.65","1,354.75","1,357.34",1.21,0.09,"417,496,000.00",16/03/2017
1229,"1,347.09","1,358.24","1,340.30","1,356.13",9.04,0.67,"287,448,992.00",15/03/2017
1230,"1,355.23","1,360.37","1,346.70","1,347.09",-8.14,-0.6,"309,343,008.00",14/03/2017
1231,"1,347.53","1,359.49","1,347.56","1,355.23",7.7,0.57,"335,582,016.00",13/03/2017
1232,"1,341.56","1,353.45","1,341.48","1,347.53",5.97,0.44,"452,680,992.00",09/03/2017
1233,"1,358.41","1,358.48","1,339.27","1,341.56",-16.85,-1.24,"402,360,992.00",07/03/2017
1234,"1,354.34","1,371.53","1,353.47","1,358.41",4.07,0.3,"732,656,000.00",06/03/2017
1235,"1,329.41","1,358.27","1,328.00","1,354.34",24.93,1.88,"558,435,968.00",05/03/2017
1236,"1,316.80","1,329.41","1,316.80","1,329.41",12.61,0.96,"400,524,992.00",02/03/2017
1237,"1,299.29","1,316.96","1,299.10","1,316.80",17.51,1.35,"314,716,000.00",01/03/2017
1238,"1,313.01","1,313.01","1,294.19","1,299.29",-13.72,-1.04,"528,111,008.00",28/02/2017
1239,"1,337.46","1,338.49","1,313.01","1,313.01",-24.45,-1.83,"245,987,008.00",26/02/2017
1240,"1,344.11","1,344.07","1,335.68","1,337.46",-6.65,-0.49,"269,056,000.00",23/02/2017
1241,"1,357.57","1,358.91","1,338.45","1,344.11",-13.46,-0.99,"319,015,008.00",22/02/2017
1242,"1,365.11","1,385.90","1,346.59","1,357.57",-7.54,-0.55,"577,590,016.00",21/02/2017
1243,"1,369.35","1,394.06","1,361.05","1,365.11",-4.24,-0.31,"798,889,024.00",20/02/2017
1244,"1,343.85","1,369.41","1,326.71","1,369.35",25.5,1.9,"628,798,016.00",19/02/2017
1245,"1,316.80","1,345.33","1,314.08","1,343.85",27.05,2.05,"621,523,968.00",16/02/2017
1246,"1,274.97","1,316.81","1,275.06","1,316.80",41.83,3.28,"520,287,008.00",15/02/2017
1247,"1,278.98","1,284.04","1,260.84","1,274.97",-4.01,-0.31,"390,963,008.00",14/02/2017
1248,"1,252.50","1,278.98","1,218.86","1,278.98",26.48,2.11,"462,281,984.00",13/02/2017
1249,"1,296.23","1,297.30","1,252.42","1,252.50",-43.73,-3.37,"451,153,984.00",12/02/2017
1250,"1,322.98","1,323.32","1,296.20","1,296.23",-26.75,-2.02,"411,400,992.00",09/02/2017
1251,"1,344.60","1,346.26","1,321.23","1,322.98",-21.62,-1.61,"324,199,008.00",08/02/2017
1252,"1,348.84","1,350.96","1,338.06","1,344.60",-4.24,-0.31,"297,356,992.00",07/02/2017
1253,"1,364.50","1,364.86","1,346.19","1,348.84",-15.66,-1.15,"222,291,008.00",06/02/2017
1254,"1,382.45","1,384.00","1,353.76","1,364.50",-17.95,-1.3,"255,400,992.00",05/02/2017
1255,"1,389.83","1,416.93","1,377.19","1,382.45",-7.38,-0.53,"516,676,000.00",02/02/2017
1256,"1,326.60","1,390.56","1,326.60","1,389.83",63.23,4.77,"564,668,032.00",01/02/2017
1257,"1,309.70","1,335.23","1,292.98","1,326.60",16.9,1.29,"469,633,984.00",31/01/2017
1258,"1,375.14","1,375.93","1,307.62","1,309.70",-65.44,-4.76,"512,318,016.00",30/01/2017
1259,"1,396.61","1,396.61","1,357.31","1,375.14",-21.47,-1.54,"490,808,000.00",26/01/2017
1260,"1,432.99","1,433.63","1,395.91","1,396.61",-36.38,-2.54,"398,868,000.00",25/01/2017
1261,"1,457.88","1,460.37","1,432.99","1,432.99",-24.89,-1.71,"317,612,992.00",24/01/2017
1262,"1,465.84","1,467.01","1,457.85","1,457.88",-7.96,-0.54,"298,895,008.00",23/01/2017
1263,"1,462.56","1,468.72","1,462.41","1,465.84",3.28,0.22,"231,915,008.00",22/01/2017
1264,"1,462.23","1,468.86","1,461.42","1,462.56",0.33,0.02,"297,208,992.00",19/01/2017
1265,"1,463.04","1,463.66","1,456.95","1,462.23",-0.81,-0.05,"291,684,992.00",18/01/2017
1266,"1,466.09","1,467.38","1,454.99","1,463.04",-3.05,-0.21,"333,654,016.00",17/01/2017
1267,"1,477.72","1,480.07","1,465.53","1,466.09",-11.63,-0.79,"260,408,992.00",16/01/2017
1268,"1,479.86","1,484.43","1,476.25","1,477.72",-2.14,-0.14,"267,938,000.00",15/01/2017
1269,"1,476.51","1,481.77","1,476.26","1,479.86",3.35,0.23,"257,332,992.00",12/01/2017
1270,"1,476.90","1,484.57","1,473.71","1,476.51",-0.39,-0.03,"290,327,008.00",11/01/2017
1271,"1,458.97","1,477.81","1,460.60","1,476.90",17.93,1.23,"356,823,008.00",10/01/2017
1272,"1,447.45","1,461.23","1,447.50","1,458.97",11.52,0.8,"261,236,992.00",09/01/2017
1273,"1,454.14","1,453.89","1,445.66","1,447.45",-6.69,-0.46,"385,014,016.00",08/01/2017
1274,"1,457.82","1,465.72","1,451.36","1,454.14",-3.68,-0.25,"326,768,000.00",05/01/2017
1275,"1,456.82","1,462.83","1,442.51","1,457.82",1,0.07,"320,670,016.00",04/01/2017
1276,"1,482.85","1,484.26","1,456.69","1,456.82",-26.03,-1.76,"385,836,992.00",03/01/2017
1277,"1,465.72","1,484.89","1,465.72","1,482.85",17.13,1.17,"494,264,992.00",02/01/2017
1278,"1,443.38","1,476.82","1,443.80","1,465.72",22.34,1.55,"561,280,000.00",01/01/2017
1279,"1,413.15","1,454.64","1,412.90","1,443.38",30.23,2.14,"560,499,008.00",29/12/2016
1280,"1,407.53","1,422.89","1,402.81","1,413.15",5.62,0.4,"433,379,008.00",28/12/2016
1281,"1,432.57","1,433.60","1,394.18","1,407.53",-25.04,-1.75,"546,097,024.00",27/12/2016
1282,"1,475.41","1,476.50","1,432.57","1,432.57",-42.84,-2.9,"458,576,992.00",26/12/2016
1283,"1,470.63","1,480.19","1,466.75","1,475.41",4.78,0.33,"444,880,992.00",22/12/2016
1284,"1,495.99","1,496.23","1,469.55","1,470.63",-25.36,-1.7,"475,655,008.00",21/12/2016
1285,"1,514.88","1,515.08","1,494.76","1,495.99",-18.89,-1.25,"668,400,000.00",20/12/2016
1286,"1,531.35","1,532.00","1,512.79","1,514.88",-16.47,-1.08,"537,187,008.00",19/12/2016
1287,"1,530.06","1,531.43","1,518.74","1,531.35",1.29,0.08,"566,508,992.00",18/12/2016
1288,"1,516.08","1,531.32","1,514.17","1,530.06",13.98,0.92,"479,159,008.00",15/12/2016
1289,"1,509.43","1,518.07","1,502.10","1,516.08",6.65,0.44,"466,484,992.00",14/12/2016
1290,"1,522.80","1,523.98","1,495.91","1,509.43",-13.37,-0.88,"519,555,008.00",12/12/2016
1291,"1,544.68","1,546.21","1,522.64","1,522.80",-21.88,-1.42,"388,068,000.00",11/12/2016
1292,"1,553.90","1,554.24","1,541.52","1,544.68",-9.22,-0.59,"584,075,008.00",08/12/2016
1293,"1,554.51","1,557.42","1,548.01","1,553.90",-0.61,-0.04,"488,444,000.00",07/12/2016
1294,"1,544.60","1,559.54","1,536.78","1,554.51",9.91,0.64,"711,153,984.00",06/12/2016
1295,"1,570.95","1,573.97","1,541.21","1,544.60",-26.35,-1.68,"639,254,976.00",05/12/2016
1296,"1,600.49","1,600.63","1,569.47","1,570.95",-29.54,-1.85,"702,654,016.00",04/12/2016
1297,"1,608.33","1,624.79","1,586.47","1,600.49",-7.84,-0.49,"1,186,850,048.00",01/12/2016
1298,"1,553.68","1,608.37","1,553.42","1,608.33",54.65,3.52,"1,348,320,000.00",30/11/2016
1299,"1,510.16","1,554.59","1,468.28","1,553.68",43.52,2.88,"1,173,600,000.00",29/11/2016
1300,"1,469.48","1,512.19","1,404.20","1,510.16",40.68,2.77,"1,088,150,016.00",28/11/2016
1301,"1,534.03","1,536.53","1,468.99","1,469.48",-64.55,-4.21,"891,988,992.00",27/11/2016
1302,"1,540.01","1,572.72","1,516.74","1,534.03",-5.98,-0.39,"913,265,984.00",24/11/2016
1303,"1,582.47","1,583.00","1,539.04","1,540.01",-42.46,-2.68,"1,037,779,968.00",23/11/2016
1304,"1,606.29","1,606.19","1,574.81","1,582.47",-23.82,-1.48,"813,587,008.00",22/11/2016
1305,"1,599.62","1,618.95","1,572.17","1,606.29",6.67,0.42,"893,379,008.00",21/11/2016
1306,"1,658.08","1,658.51","1,577.71","1,599.62",-58.46,-3.53,"1,225,080,064.00",20/11/2016
1307,"1,698.90","1,700.95","1,657.37","1,658.08",-40.82,-2.4,"1,448,920,064.00",17/11/2016
1308,"1,701.91","1,709.61","1,695.94","1,698.90",-3.01,-0.18,"1,170,429,952.00",16/11/2016
1309,"1,706.28","1,714.60","1,699.88","1,701.91",-4.37,-0.26,"802,971,008.00",15/11/2016
1310,"1,700.00","1,708.84","1,700.77","1,706.28",6.28,0.37,"770,372,992.00",14/11/2016
1311,"1,697.17","1,708.18","1,690.79","1,700.00",2.83,0.17,"718,371,968.00",13/11/2016
1312,"1,696.86","1,711.91","1,689.20","1,697.17",0.31,0.02,"702,545,984.00",10/11/2016
1313,"1,724.49","1,724.64","1,692.46","1,696.86",-27.63,-1.6,"670,987,008.00",09/11/2016
1314,"1,749.12","1,749.51","1,722.51","1,724.49",-24.63,-1.41,"729,078,976.00",08/11/2016
1315,"1,762.21","1,764.26","1,748.93","1,749.12",-13.09,-0.74,"669,728,000.00",07/11/2016
1316,"1,759.71","1,762.92","1,753.22","1,762.21",2.5,0.14,"513,843,008.00",03/11/2016
1317,"1,753.46","1,763.25","1,752.62","1,759.71",6.25,0.36,"670,206,976.00",27/10/2016
1318,"1,751.00","1,755.74","1,736.71","1,753.46",2.46,0.14,"771,998,976.00",26/10/2016
1319,"1,768.89","1,769.17","1,749.14","1,751.00",-17.89,-1.01,"702,017,024.00",25/10/2016
1320,"1,782.39","1,783.83","1,763.77","1,768.89",-13.5,-0.76,"917,342,976.00",24/10/2016
1321,"1,794.47","1,798.33","1,780.83","1,782.39",-12.08,-0.67,"954,121,984.00",23/10/2016
1322,"1,787.89","1,795.24","1,787.70","1,794.47",6.58,0.37,"686,382,976.00",20/10/2016
1323,"1,792.73","1,794.14","1,784.79","1,787.89",-4.84,-0.27,"527,768,992.00",19/10/2016
1324,"1,793.36","1,794.67","1,782.57","1,792.73",-0.63,-0.04,"500,712,000.00",18/10/2016
1325,"1,803.74","1,805.42","1,784.19","1,793.36",-10.38,-0.58,"626,633,024.00",17/10/2016
1326,"1,806.60","1,820.96","1,801.41","1,803.74",-16.14,-0.89,"593,185,984.00",16/10/2016
1327,"1,806.60","1,822.41","1,806.39","1,819.88",13.28,0.74,"991,689,984.00",06/10/2016
1328,"1,798.50","1,806.70","1,794.58","1,806.60",8.1,0.45,"918,851,008.00",05/10/2016
1329,"1,780.41","1,800.50","1,780.41","1,798.50",18.1,1.02,"1,087,990,016.00",04/10/2016
1330,"1,763.90","1,784.05","1,763.67","1,780.40",16.62,0.94,"761,833,984.00",03/10/2016
1331,"1,753.48","1,764.86","1,753.21","1,763.78",10.4,0.59,"853,209,984.00",02/10/2016
1332,"1,749.19","1,758.16","1,744.10","1,753.38",4.28,0.24,"768,590,976.00",29/09/2016
1333,"1,753.81","1,756.59","1,746.69","1,749.10",-4.62,-0.26,"710,563,008.00",28/09/2016
1334,"1,757.10","1,767.34","1,750.30","1,753.72",-3.38,-0.19,"700,600,000.00",27/09/2016
1335,"1,730.67","1,758.22","1,730.67","1,757.10",26.46,1.53,"1,011,699,968.00",26/09/2016
1336,"1,766.91","1,767.82","1,725.05","1,730.64",-36.27,-2.05,"1,046,030,016.00",25/09/2016
1337,"1,786.50","1,780.56","1,766.25","1,766.91",-12.22,-0.69,"880,014,016.00",22/09/2016
1338,"1,786.50","1,788.34","1,765.09","1,779.13",-7.37,-0.41,"899,432,000.00",21/09/2016
1339,"1,786.50","1,788.34","1,765.09","1,779.13",-7.37,-0.41,"899,432,000.00",21/09/2016
1340,"1,804.48","1,807.62","1,785.00","1,786.50",-17.98,-1,"1,259,800,064.00",20/09/2016
1341,"1,815.17","1,818.70","1,801.02","1,804.48",-10.69,-0.59,"2,397,339,904.00",18/09/2016
1342,"1,815.17","1,818.70","1,801.02","1,804.48",-10.69,-0.59,"2,397,339,904.00",18/09/2016
